ESP 30:ae:a4:3b:a2:d8 -> MAC: 78:7b:8a:7e:ed:d1 | SSID: eduroam | RSSI: -70 | Seq.num: 2084 | Timestamp: 1543478097080 | Hash: 847953187
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:f8:63:70 | SSID: broadcast | RSSI: -81 | Seq.num: 3758 | Timestamp: 1543478097997 | Hash: 2116534273
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:f8:63:70 | SSID: broadcast | RSSI: -77 | Seq.num: 3759 | Timestamp: 1543478098033 | Hash: 4091779967
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: ESP_0 | RSSI: -91 | Seq.num: 1280 | Timestamp: 1543478098455 | Hash: 1086103063
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: TIM-19524417 | RSSI: -87 | Seq.num: 1282 | Timestamp: 1543478098460 | Hash: 2287115425
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: FASTWEB-B2C533 | RSSI: -92 | Seq.num: 1283 | Timestamp: 1543478098475 | Hash: 543419542
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: weeeopen | RSSI: -93 | Seq.num: 1284 | Timestamp: 1543478098491 | Hash: 680356524
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: FASTWEB-1-D8270F | RSSI: -92 | Seq.num: 1285 | Timestamp: 1543478098507 | Hash: 1967336853
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: TIM-18276747 | RSSI: -92 | Seq.num: 1286 | Timestamp: 1543478098522 | Hash: 289859621
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: broadcast | RSSI: -91 | Seq.num: 1287 | Timestamp: 1543478098538 | Hash: 1783722702
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:5a:fd:95 | SSID: ESP_0 | RSSI: -92 | Seq.num: 1288 | Timestamp: 1543478098554 | Hash: 2095340902
ESP 30:ae:a4:3b:a2:d8 -> MAC: 54:27:1e:82:bb:35 | SSID: eduroam | RSSI: -92 | Seq.num: 1315 | Timestamp: 1543478098779 | Hash: 3358552531
ESP 30:ae:a4:3b:a2:d8 -> MAC: 54:27:1e:82:bb:35 | SSID: eduroam | RSSI: -92 | Seq.num: 1316 | Timestamp: 1543478098800 | Hash: 3835469165
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:01:85:98 | SSID: broadcast | RSSI: -69 | Seq.num: 2622 | Timestamp: 1543478099499 | Hash: 3619038318
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:01:85:98 | SSID: broadcast | RSSI: -66 | Seq.num: 2623 | Timestamp: 1543478099520 | Hash: 2895586844
ESP 30:ae:a4:3b:a2:d8 -> MAC: 94:65:2d:7a:49:5f | SSID: broadcast | RSSI: -93 | Seq.num: 1450 | Timestamp: 1543478099529 | Hash: 3341703984
ESP 30:ae:a4:3b:a2:d8 -> MAC: 94:65:2d:7a:49:5f | SSID: MartinRouterKing | RSSI: -93 | Seq.num: 1454 | Timestamp: 1543478099542 | Hash: 2375791093
ESP 30:ae:a4:3b:a2:d8 -> MAC: 94:65:2d:7a:49:5f | SSID: coluccio | RSSI: -94 | Seq.num: 1458 | Timestamp: 1543478099558 | Hash: 2803871682
ESP 30:ae:a4:3b:a2:d8 -> MAC: 94:65:2d:7a:49:5f | SSID: MartinRouterKing | RSSI: -94 | Seq.num: 1460 | Timestamp: 1543478099572 | Hash: 146788275
ESP 30:ae:a4:3b:a2:d8 -> MAC: c0:ee:fb:28:df:18 | SSID: broadcast | RSSI: -83 | Seq.num: 2189 | Timestamp: 1543478099935 | Hash: 2224991663
ESP 30:ae:a4:3b:a2:d8 -> MAC: c0:ee:fb:28:df:18 | SSID: broadcast | RSSI: -79 | Seq.num: 2190 | Timestamp: 1543478099941 | Hash: 2144923326
ESP 30:ae:a4:3b:a2:d8 -> MAC: c0:ee:fb:28:df:18 | SSID: broadcast | RSSI: -81 | Seq.num: 2191 | Timestamp: 1543478099957 | Hash: 3787772349
ESP 30:ae:a4:3b:a2:d8 -> MAC: c0:ee:fb:28:df:18 | SSID: broadcast | RSSI: -79 | Seq.num: 2192 | Timestamp: 1543478099972 | Hash: 2637277536
ESP 30:ae:a4:3b:a2:d8 -> MAC: 5e:5c:b8:21:8c:a1 | SSID: broadcast | RSSI: -90 | Seq.num: 960 | Timestamp: 1543478100016 | Hash: 2259612217
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:03:c3:e1 | SSID: broadcast | RSSI: -90 | Seq.num: 562 | Timestamp: 1543478100047 | Hash: 2525280389
ESP 30:ae:a4:3b:a2:d8 -> MAC: ec:cb:30:27:ef:e1 | SSID: broadcast | RSSI: -75 | Seq.num: 946 | Timestamp: 1543478100395 | Hash: 2940035265
ESP 30:ae:a4:3b:a2:d8 -> MAC: ec:cb:30:27:ef:e1 | SSID: broadcast | RSSI: -75 | Seq.num: 947 | Timestamp: 1543478100415 | Hash: 3687453738
ESP 30:ae:a4:3b:a2:d8 -> MAC: 78:7b:8a:7e:ed:d1 | SSID: eduroam | RSSI: -75 | Seq.num: 2140 | Timestamp: 1543478100720 | Hash: 846830535
ESP 30:ae:a4:3b:a2:d8 -> MAC: 78:7b:8a:7e:ed:d1 | SSID: eduroam | RSSI: -74 | Seq.num: 2141 | Timestamp: 1543478100730 | Hash: 3155338541
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:3a:3a:29 | SSID: polito | RSSI: -71 | Seq.num: 2640 | Timestamp: 1543478100790 | Hash: 2686328005
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:3a:3a:29 | SSID: polito | RSSI: -68 | Seq.num: 2641 | Timestamp: 1543478100810 | Hash: 1661297662
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:3a:3a:29 | SSID: polito | RSSI: -67 | Seq.num: 2642 | Timestamp: 1543478100833 | Hash: 2569599294
ESP 30:ae:a4:3b:a2:d8 -> MAC: da:a1:19:3a:3a:29 | SSID: polito | RSSI: -68 | Seq.num: 2643 | Timestamp: 1543478100850 | Hash: 3952355028
