1543662529553	30:ae:a4:3b:a2:d8	-52	0.8
1543662535866	30:ae:a4:3b:a2:d8	-52	0.8
1543662535889	30:ae:a4:3b:a2:d8	-52	0.8
1543662542708	30:ae:a4:3b:a2:d8	-54	0.8
1543662542733	30:ae:a4:3b:a2:d8	-54	0.8
1543662549735	30:ae:a4:3b:a2:d8	-53	0.8
1543662549760	30:ae:a4:3b:a2:d8	-53	0.8
1543662556614	30:ae:a4:3b:a2:d8	-53	0.8
1543662556635	30:ae:a4:3b:a2:d8	-52	0.8
1543662563391	30:ae:a4:3b:a2:d8	-53	0.8
1543662563416	30:ae:a4:3b:a2:d8	-53	0.8
1543662570300	30:ae:a4:3b:a2:d8	-53	0.8
1543662570323	30:ae:a4:3b:a2:d8	-53	0.8
1543662632291	30:ae:a4:3b:a2:d8	-51	0.8
1543662632322	30:ae:a4:3b:a2:d8	-52	0.8
1543662638983	30:ae:a4:3b:a2:d8	-52	0.8
1543662639014	30:ae:a4:3b:a2:d8	-52	0.8
1543662645873	30:ae:a4:3b:a2:d8	-52	0.8
1543662645903	30:ae:a4:3b:a2:d8	-52	0.8
1543662652623	30:ae:a4:3b:a2:d8	-52	0.8
1543662652653	30:ae:a4:3b:a2:d8	-52	0.8
1543662659403	30:ae:a4:3b:a2:d8	-51	0.8
1543662659434	30:ae:a4:3b:a2:d8	-51	0.8
1543662666255	30:ae:a4:3b:a2:d8	-52	0.8
1543662666285	30:ae:a4:3b:a2:d8	-51	0.8
1543662673261	30:ae:a4:3b:a2:d8	-51	0.8
1543662673291	30:ae:a4:3b:a2:d8	-51	0.8
1543662680245	30:ae:a4:3b:a2:d8	-51	0.8
1543662680275	30:ae:a4:3b:a2:d8	-50	0.8
1543662694125	30:ae:a4:3b:a2:d8	-53	0.8
1543662694155	30:ae:a4:3b:a2:d8	-53	0.8
1543662700905	30:ae:a4:3b:a2:d8	-53	0.8
1543662700936	30:ae:a4:3b:a2:d8	-53	0.8
1543662707639	30:ae:a4:3b:a2:d8	-52	0.8
1543662707670	30:ae:a4:3b:a2:d8	-52	0.8
1543662714654	30:ae:a4:3b:a2:d8	-53	0.8
1543662714685	30:ae:a4:3b:a2:d8	-53	0.8
1543662719999	30:ae:a4:3b:a2:d8	-52	0.8
1543662720028	30:ae:a4:3b:a2:d8	-52	0.8
1543662721576	30:ae:a4:3b:a2:d8	-52	0.8
1543662721606	30:ae:a4:3b:a2:d8	-52	0.8
1543662728435	30:ae:a4:3b:a2:d8	-52	0.8
1543662728465	30:ae:a4:3b:a2:d8	-52	0.8
