timestamp	x_detected	y_detected	inside	x_real	y_real	dimensionality	error_regress	error_interp
1544376964421	0.7958998	-2.044839	0	0.5	-2.3	1.045691	0.3907222	0.3322777
1544376964451	0.7958998	-2.044839	0	0.5	-2.3	1.045691	0.3907222	0.3322777
1544376976381	0.7958998	-2.044839	0	0.5	-2.3	1.045691	0.3907222	0.3322777
1544376976407	0.8551254	-2.079607	0	0.5	-2.3	1.045691	0.4179557	0.3616901
1544377005561	0.6975854	-2.097587	0	0.5	-2.3	1.045691	0.2828619	0.2374866
1544377005590	0.6975854	-2.097587	0	0.5	-2.3	1.045691	0.2828619	0.2374866
1544377029279	0.6003219	-2.120261	0	0.5	-2.3	1.045691	0.2058414	0.1692379
1544377029305	0.6438744	-2.073789	0	0.5	-2.3	1.045691	0.268088	0.2301602
1544377052795	0.7614732	-2.074313	0	0.5	-2.3	1.045691	0.3454025	0.2898912
1544377052821	0.7014887	-2.053266	0	0.5	-2.3	1.045691	0.3185523	0.2668505
1544377059014	0.6438744	-2.073789	0	0.5	-2.3	1.045691	0.268088	0.2301602
1544377059040	0.6438744	-2.073789	0	0.5	-2.3	1.045691	0.268088	0.2301602
1544377076604	0.6438744	-2.073789	0	0.5	-2.3	1.045691	0.268088	0.2301602
1544377294476	1.101186	-2.282631	0	0.5	-2.3	1.045691	0.6014369	0.4922049
1544377294503	1.057577	-2.112837	0	0.5	-2.3	1.045691	0.5881515	0.4072222
1544377306347	1.118379	-2.26307	0	0.5	-2.3	1.045691	0.6194812	0.5054915
1544377306374	1.118379	-2.26307	0	0.5	-2.3	1.045691	0.6194812	0.5054915
1544377318095	1.021988	-2.174433	0	0.5	-2.3	1.045691	0.5368782	0.3526983
1544377324212	1.118379	-2.26307	0	0.5	-2.3	1.045691	0.6194812	0.5054915
1544377424365	0.9603978	-2.872936	0	0.5	-2.3	1.045691	0.7349976	0.4809406
1544377424391	0.5554134	-3.176804	0	0.5	-2.3	1.045691	0.8785533	0.6800794
1544377477697	0.3367606	-2.19377	0	0.5	-2.3	1.045691	0.1947612	0.1838055
1544377483617	0.4453486	-2.194884	0	0.5	-2.3	1.045691	0.1184743	0.09912981
1544377489494	0.3078275	-2.260201	0	0.5	-2.3	1.045691	0.1962504	0.21138
1544377495253	0.3812085	-2.230654	0	0.5	-2.3	1.045691	0.1375512	0.1359079
1544377495279	0.3367606	-2.19377	0	0.5	-2.3	1.045691	0.1947612	0.1838055
1544377501021	0.4006835	-2.161099	0	0.5	-2.3	1.045691	0.1707552	0.1500519
1544377501047	0.4006835	-2.161099	0	0.5	-2.3	1.045691	0.1707552	0.1500519
1544377506870	0.4006835	-2.161099	0	0.5	-2.3	1.045691	0.1707552	0.1500519
1544377512697	0.3367606	-2.19377	0	0.5	-2.3	1.045691	0.1947612	0.1838055
1544377512722	0.263738	-2.219341	0	0.5	-2.3	1.045691	0.2496509	0.252957
1544377518715	0.5508193	-2.112676	0	0.5	-2.3	1.045691	0.1940953	0.1686615
1544377518741	0.5496711	-2.040923	0	0.5	-2.3	1.045691	0.263796	0.2463128
1544377521546	0.5881235	-1.997444	0	0.5	-2.3	1.045691	0.3151282	0.2988867
1544377524603	0.5506974	-2.091917	0	0.5	-2.3	1.045691	0.2141704	0.1849057
1544377530373	0.5506974	-2.091917	0	0.5	-2.3	1.045691	0.2141704	0.1849057
1544377613328	0.6525156	-1.90926	0	0.5	-2.3	1.045691	0.4194505	0.4035847
